danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
0.6809999999999999,0.8690000000000001,7,-9.92,1,0.0525,0.00554,0.866,0.179,0.2269999999999999,126.976,audio_features,404409,4,techno,,Dark Techno,Dark Techno 
0.518,0.718,7,-2.544,1,0.0381,0.000594,0.374,0.158,0.0434,170.054,audio_features,273806,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
0.611,0.654,2,-10.329,0,0.198,0.0838,4.5e-05,0.5379999999999999,0.279,151.982,audio_features,145319,4,Underground Rap,Motorola,, Motorola
0.7909999999999999,0.735,5,-4.763999999999999,0,0.16,0.0427,0.0,0.134,0.4970000000000001,144.985,audio_features,211853,4,Dark Trap,Underdog (Lil Baby & Gunna),, Underdog (Lil Baby & Gunna)
0.353,0.967,2,-2.7880000000000003,0,0.0968,0.00151,0.00832,0.335,0.206,150.16,audio_features,369017,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.66,0.8390000000000001,2,-2.0580000000000003,1,0.0546,0.0594,0.0,0.106,0.945,126.001,audio_features,198947,4,Pop,Live While We're Young,, Live While We're Young
0.413,0.921,8,-5.755,1,0.638,0.00118,0.000242,0.6940000000000001,0.0675,154.977,audio_features,198320,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
0.8079999999999999,0.939,10,-7.057,0,0.057,7.01e-05,0.913,0.0233,0.452,126.981,audio_features,397433,4,techhouse,,Beatoirt Best New Tech House,Beatoirt Best New Tech House 
0.8759999999999999,0.589,2,-7.587999999999999,1,0.291,0.103,0.0,0.1,0.857,174.94400000000005,audio_features,164654,4,Underground Rap,Feel It,, Feel It
0.695,0.84,6,-1.924,0,0.258,0.00234,0.604,0.6,0.447,174.015,audio_features,251015,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
0.664,0.894,4,-4.497,0,0.155,0.0052899999999999,0.12,0.0613,0.374,132.006,audio_features,462268,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
0.7909999999999999,0.821,6,-3.4410000000000003,1,0.236,0.0254,0.0299,0.228,0.782,183.78,audio_features,278493,4,Hiphop,Me Against The World,, Me Against The World
0.722,0.743,11,-4.084,1,0.1009999999999999,0.353,0.0146,0.0834,0.038,144.941,audio_features,275315,4,trap,,RIDDIM 2020 & Riddim Hits,RIDDIM 2020 & Riddim Hits 
0.6829999999999999,0.78,1,-3.935,1,0.0779,0.00748,0.000288,0.197,0.092,149.988,audio_features,120308,4,Trap Metal,I Broke the Keyboard Again,, I Broke the Keyboard Again
0.522,0.964,6,-5.231,0,0.0658,0.0002109999999999,0.6990000000000001,0.42,0.221,148.025,audio_features,480000,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
0.655,0.555,5,-10.95,1,0.148,0.0499,0.0988,0.498,0.068,119.894,audio_features,152000,4,Dark Trap,LIBERATE MY SOUL AS I REGAIN MY SANITY.,, LIBERATE MY SOUL AS I REGAIN MY SANITY.
0.684,0.8,11,-5.563,0,0.185,0.0293,1.34e-06,0.108,0.433,153.958,audio_features,127869,4,Trap Metal,Slenderman,, Slenderman
0.758,0.7559999999999999,10,-5.059,0,0.138,0.0294,0.0,0.0906,0.406,145.06799999999996,audio_features,222180,4,Hiphop,King of Everything,, King of Everything
0.665,0.3379999999999999,7,-12.385,1,0.0661,0.000237,0.926,0.1119999999999999,0.602,129.994,audio_features,362000,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.6779999999999999,0.652,11,-7.92,1,0.449,0.122,0.0,0.0632,0.843,139.97799999999998,audio_features,113786,4,Underground Rap,SPMO!,, SPMO!
0.3229999999999999,0.7170000000000001,0,-0.151,1,0.1969999999999999,0.00214,0.00988,0.3279999999999999,0.285,145.792,audio_features,172800,4,trap,,Riddim or die,Riddim or die 
0.518,0.8690000000000001,11,-6.688,1,0.0579999999999999,0.00614,0.813,0.0719,0.0876,144.993,audio_features,407172,4,psytrance,,Psytrance Can,Psytrance Can 
0.7959999999999999,0.903,7,-7.721,1,0.0425,0.000125,0.8909999999999999,0.103,0.469,123.002,audio_features,417049,4,techhouse,,Tech House by DOT Dance,Tech House by DOT Dance 
0.86,0.636,1,-9.807,1,0.0752,0.136,0.8220000000000001,0.0739,0.126,123.996,audio_features,383449,4,techno,,Techno / Minimal / Hardcore/ Melodic / Dark,Techno / Minimal / Hardcore/ Melodic / Dark 
0.482,0.972,10,-8.568999999999999,0,0.0641,0.0005139999999999,0.816,0.614,0.177,137.996,audio_features,417391,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.552,0.583,4,-8.497,1,0.238,0.515,0.0,0.235,0.71,88.44,audio_features,236905,4,Rap,Heart Of A Hustler,, Heart Of A Hustler
0.479,0.998,8,-1.039,1,0.581,0.136,0.000178,0.421,0.0497,155.003,audio_features,215528,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
0.527,0.951,9,-2.146,0,0.439,0.16,0.0,0.1669999999999999,0.532,149.825,audio_features,184000,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.648,0.632,7,-7.82,0,0.0696,0.67,0.000232,0.121,0.157,162.066,audio_features,108173,4,Dark Trap,Zoom (Nascar!),, Zoom (Nascar!)
0.7340000000000001,0.95,11,-6.888999999999999,0,0.0604,0.00336,0.867,0.186,0.8290000000000001,125.0,audio_features,201120,4,techhouse,,Tech House Club,Tech House Club 
0.68,0.901,1,-1.271,1,0.0869,0.0428,0.00361,0.139,0.0523,130.029,audio_features,123692,4,Trap Metal,Anal Probe,, Anal Probe
0.375,0.983,2,-2.235,1,0.0508,0.00297,0.691,0.107,0.157,173.975,audio_features,204483,4,dnb,,Drum and Bass 2020 (Drum & Bass Music - DNB Hits),Drum and Bass 2020 (Drum & Bass Music - DNB Hits) 
0.358,0.601,5,-8.184,0,0.0502,0.0139999999999999,0.0605,0.221,0.34,128.035,audio_features,220416,4,trance,,Progressive Trance,Progressive Trance 
0.6559999999999999,0.962,2,-6.8820000000000014,1,0.0967,0.0317,0.162,0.326,0.157,150.054,audio_features,214755,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
0.66,0.899,2,-12.517,1,0.0328,0.285,0.926,0.1119999999999999,0.0486,129.004,audio_features,478124,3,techno,,Techno,Techno 
0.5329999999999999,0.925,2,-6.596,1,0.149,0.00116,0.00519,0.753,0.284,149.98,audio_features,341239,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
0.782,0.546,11,-5.152,0,0.0918,0.0128,0.0423,0.348,0.505,130.72799999999998,audio_features,143255,4,Dark Trap,Amaterasu,, Amaterasu
0.629,0.904,10,-3.004,0,0.104,0.0024,0.893,0.322,0.414,173.998,audio_features,253893,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
0.423,0.906,1,-4.584,0,0.0606,0.0182,0.000513,0.351,0.177,149.85,audio_features,214600,4,hardstyle,,Euphoric Hardstyle - 2020,Euphoric Hardstyle - 2020 
0.6709999999999999,0.936,5,-8.993,1,0.0404,0.00624,0.91,0.102,0.0679,130.009,audio_features,417231,4,techno,,Techno Top 50,Techno Top 50 
0.3939999999999999,0.897,7,-9.145,0,0.0645,0.000535,0.56,0.286,0.042,138.149,audio_features,318043,4,trance,,State if Trance (The best ASOT Epsidoes),State if Trance (The best ASOT Epsidoes) 
0.6459999999999999,0.7879999999999999,1,-4.397,1,0.0339,0.0586,0.00347,0.133,0.275,148.045,audio_features,157361,4,Trap Metal,"If You Were To Get What You Deserve, You Would Know What The Bottom Of A Tire Tastes Like",," If You Were To Get What You Deserve, You Would Know What The Bottom Of A Tire Tastes Like"
0.7859999999999999,0.8170000000000001,9,-7.117999999999999,1,0.046,0.000334,0.0106,0.31,0.477,124.004,audio_features,230223,4,techhouse,,Tech House Top 50,Tech House Top 50 
0.7120000000000001,0.6709999999999999,10,-8.66,1,0.057,0.8640000000000001,0.946,0.0981,0.491,144.966,audio_features,119172,4,Dark Trap,Fruit Punch,, Fruit Punch
0.731,0.867,11,-9.907,0,0.0448,0.00125,0.905,0.109,0.0296,132.005,audio_features,436364,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.458,0.595,11,-9.912,0,0.217,0.117,0.0,0.506,0.502,179.142,audio_features,213622,4,Hiphop,I Know There's Gonna Be (Good Times),, I Know There's Gonna Be (Good Times)
0.345,0.8,11,-4.96,0,0.0334,0.000814,8.400000000000001e-06,0.263,0.19,149.96,audio_features,171968,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.57,0.843,10,-4.797,1,0.0543,0.0481,0.0,0.0936,0.7090000000000001,124.981,audio_features,203560,4,Emo,The Permanent Rain,, The Permanent Rain
0.737,0.586,4,-3.901,1,0.0638,0.00123,0.000169,0.293,0.146,144.042,audio_features,135000,5,Dark Trap,Stop Calling Us Horrorcore,, Stop Calling Us Horrorcore
0.6890000000000001,0.61,10,-9.004,0,0.217,0.0836,0.0,0.36,0.119,134.923,audio_features,235680,4,Rap,Wasted (feat. Juicy J),, Wasted (feat. Juicy J)
0.8859999999999999,0.642,0,-5.1610000000000005,1,0.048,0.5529999999999999,1.4300000000000004e-05,0.106,0.932,205.958,audio_features,167767,4,Dark Trap,RA,, RA
0.652,0.769,8,-7.01,1,0.0353,0.088,0.862,0.132,0.773,140.00799999999998,audio_features,206571,4,Dark Trap,Chronos,, Chronos
0.522,0.68,3,-9.463,0,0.391,0.285,0.162,0.0947,0.4,169.782,audio_features,202493,5,Hiphop,Time,, Time
0.923,0.7340000000000001,6,-7.576,1,0.262,0.0184,0.0,0.145,0.477,200.09,audio_features,145200,4,Underground Rap,Cognac,, Cognac
0.642,0.556,10,-9.31,0,0.0989,0.0314,0.0043799999999999,0.0734,0.0671,157.476,audio_features,188389,3,Trap Metal,Trees of the Valley,, Trees of the Valley
0.561,0.912,7,-7.581,1,0.0364,0.000381,0.679,0.816,0.299,148.003,audio_features,384120,4,psytrance,,Psy Trance Full-on Morning,Psy Trance Full-on Morning 
0.775,0.687,9,-6.494,0,0.0853,0.00227,0.606,0.109,0.1009999999999999,130.009,audio_features,470371,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
0.4,0.949,6,-2.128,0,0.0699,0.000161,0.69,0.384,0.11,174.005,audio_features,306750,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
0.495,0.8909999999999999,1,-5.599,0,0.0504,0.00187,0.1119999999999999,0.322,0.2239999999999999,149.982,audio_features,142400,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.545,0.423,7,-11.062,1,0.394,0.00217,2.6e-06,0.218,0.33,150.725,audio_features,140931,4,Hiphop,BEN CARSON,, BEN CARSON
0.75,0.715,7,-3.987,1,0.125,0.0453,0.00685,0.15,0.672,170.00400000000005,audio_features,71085,4,Trap Metal,Intro,, Intro
0.816,0.289,1,-12.66,1,0.495,0.0596,1.77e-05,0.135,0.346,179.951,audio_features,178690,4,Underground Rap,catch a clue,, catch a clue
0.597,0.473,7,-11.784,1,0.0531,0.123,0.742,0.08,0.229,139.984,audio_features,264960,4,Dark Trap,Of Villainy,, Of Villainy
0.633,0.362,2,-12.772,1,0.0706,0.0302,0.0,0.272,0.171,145.131,audio_features,225698,4,Dark Trap,Hopefully Someday,, Hopefully Someday
0.36,0.505,11,-5.485,1,0.0314,0.616,0.0,0.326,0.382,138.252,audio_features,290787,4,Emo,Three Cheers For Five Years,, Three Cheers For Five Years
0.79,0.53,11,-8.088,0,0.181,0.0596,0.0,0.174,0.58,140.026,audio_features,162821,4,Underground Rap,All on Me,, All on Me
0.611,0.726,7,-8.411,1,0.0718,0.0687,9.98e-06,0.254,0.173,128.001,audio_features,142576,4,Dark Trap,BackstreetBoy,, BackstreetBoy
0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,audio_features,225560,4,RnB,Buttons,, Buttons
0.8390000000000001,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.8140000000000001,129.014,audio_features,209269,4,Underground Rap,Drowning (feat. Kodak Black),, Drowning (feat. Kodak Black)
0.7559999999999999,0.916,2,-7.9860000000000015,1,0.0355,0.000129,0.903,0.0993,0.0367,129.999,audio_features,420928,4,techno,,techno. only. (08/02),techno. only. (08/02) 
0.8809999999999999,0.408,8,-12.453,1,0.3,0.462,1.16e-06,0.117,0.334,107.517,audio_features,116114,4,Underground Rap,Mr. Grizzley,, Mr. Grizzley
0.612,0.8,6,-4.284,1,0.1669999999999999,0.0175,0.0,0.199,0.7859999999999999,167.958,audio_features,166560,4,RnB,I Just Had Sex,, I Just Had Sex
0.6659999999999999,0.5770000000000001,8,-10.658,1,0.0687,0.017,0.8690000000000001,0.129,0.207,148.107,audio_features,143293,4,Underground Rap,Chernobyl,, Chernobyl
0.412,0.948,9,-2.525,0,0.094,0.161,0.000299,0.344,0.119,154.767,audio_features,249290,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
0.879,0.575,0,-6.915,0,0.611,0.00225,0.0,0.242,0.8440000000000001,140.028,audio_features,106286,4,Dark Trap,ONMYGRANNYKIDS,, ONMYGRANNYKIDS
0.598,0.866,3,-5.855,0,0.128,0.0816,0.206,0.0652,0.462,149.94299999999996,audio_features,338704,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.362,0.945,10,-2.651,0,0.0575,0.00131,2.51e-05,0.154,0.487,114.797,audio_features,243747,4,Emo,Monsters,, Monsters
0.48,0.526,5,-7.099,1,0.275,0.071,0.0,0.0879,0.374,199.662,audio_features,267733,3,RnB,I Like U,, I Like U
0.462,0.902,4,-3.532,0,0.0582,0.000453,0.465,0.09,0.113,140.22799999999998,audio_features,214849,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.486,0.942,1,-1.644,1,0.204,0.0016,0.0052,0.256,0.284,150.752,audio_features,238500,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
0.5770000000000001,0.963,7,-1.679,1,0.196,0.00138,0.0397,0.401,0.282,149.606,audio_features,230400,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.589,0.588,9,-9.268,0,0.126,0.0182,0.473,0.122,0.0335,130.009,audio_features,223478,4,Dark Trap,Addicted,, Addicted
0.8,0.736,3,-4.277,0,0.0739,0.0199,0.000458,0.381,0.918,118.948,audio_features,133109,4,Underground Rap,Swervin,, Swervin
0.607,0.941,11,-3.807,0,0.481,0.037,0.0137,0.321,0.521,150.80200000000005,audio_features,198400,4,trap,,Heavy Dubstep,Heavy Dubstep 
0.894,0.459,1,-6.558,1,0.4,0.163,0.0,0.218,0.517,162.112,audio_features,132187,4,Underground Rap,Red,, Red
0.6709999999999999,0.97,8,-2.079,1,0.0938,0.000593,0.816,0.283,0.495,148.07399999999996,audio_features,134595,4,trap,,Heavy Hitters,Heavy Hitters 
0.784,0.586,1,-3.417,1,0.187,0.00558,0.000286,0.106,0.6559999999999999,132.16899999999998,audio_features,171818,4,Hiphop,D'Evils,, D'Evils
0.7490000000000001,0.583,11,-6.375,1,0.197,0.193,0.0,0.0846,0.606,149.964,audio_features,191970,4,RnB,Spice,, Spice
0.6629999999999999,0.618,8,-10.447,1,0.0391,0.0465,0.000711,0.259,0.15,119.989,audio_features,144048,4,Underground Rap,"MyHeart,ItHurts (feat. Chsr)",," MyHeart,ItHurts (feat. Chsr)"
0.62,0.932,8,-6.303,1,0.0438,0.0132,0.721,0.148,0.0369,110.977,audio_features,211892,4,Dark Trap,Dreams,, Dreams
0.687,0.996,6,-3.784,0,0.0504,0.000135,0.7929999999999999,0.108,0.654,130.006,audio_features,455135,4,techno,,techno. only. (08/02),techno. only. (08/02) 
0.495,0.944,0,-1.727,0,0.0539,0.0212,1.4e-06,0.273,0.381,149.924,audio_features,227200,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
0.6509999999999999,0.726,8,-7.582999999999998,1,0.312,0.5760000000000001,0.0152,0.272,0.657,178.61,audio_features,266394,4,Hiphop,TROJAN HORSE,, TROJAN HORSE
0.604,0.934,2,-4.798,1,0.073,0.00747,0.322,0.0455,0.433,149.998,audio_features,361474,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.807,0.897,10,-7.841,0,0.0731,0.000391,0.36,0.0589,0.56,126.016,audio_features,428854,4,techhouse,,Tech House,Tech House 
0.693,0.975,6,-5.303,0,0.0397,0.000998,0.8540000000000001,0.142,0.4920000000000001,131.985,audio_features,350190,4,techno,,Acid Techno,Acid Techno 
0.551,0.971,6,-6.102,0,0.0476,6.7e-05,0.71,0.121,0.142,144.009,audio_features,460000,4,psytrance,,Psytrance 2020,Psytrance 2020 
0.586,0.966,11,-4.954,0,0.0405,7.59e-05,0.7170000000000001,0.07,0.314,143.02200000000005,audio_features,510210,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
0.289,0.905,4,-3.412,0,0.124,0.00115,0.00104,0.315,0.0714,155.19899999999996,audio_features,271830,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
0.7959999999999999,0.607,2,-10.788,1,0.0661,0.0194,0.8909999999999999,0.109,0.184,136.041,audio_features,487059,4,psytrance,,Psytrance Supernova,Psytrance Supernova 
0.773,0.636,1,-8.346,1,0.294,0.024,0.0,0.321,0.524,119.85,audio_features,219024,4,Dark Trap,Hearse Trip,, Hearse Trip
0.6579999999999999,0.922,6,-8.065,0,0.0521,0.000167,0.8029999999999999,0.241,0.0741,139.998,audio_features,450000,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
0.741,0.7609999999999999,4,-3.871,0,0.0512,0.235,0.0,0.119,0.217,81.543,audio_features,149576,4,Rap,Poles 1469,, Poles 1469
0.758,0.88,9,-5.996,1,0.183,0.0232,1.3699999999999998e-05,0.528,0.5589999999999999,129.995,audio_features,247484,4,Underground Rap,Mask & da Glock,, Mask & da Glock
0.797,0.44,2,-6.377000000000002,1,0.202,0.0332,3.99e-05,0.14,0.31,190.006,audio_features,116224,4,Trap Metal,Gxth B!tch,, Gxth B!tch
0.892,0.916,2,-2.074,1,0.0498,0.0601,0.313,0.278,0.888,130.014,audio_features,119038,4,Dark Trap,Dope Deala,, Dope Deala
0.701,0.856,11,-5.465,1,0.219,0.239,0.0,0.106,0.563,83.98200000000001,audio_features,559533,4,Rap,Under Pressure,, Under Pressure
0.6970000000000001,0.923,0,-5.488,1,0.13,5.539999999999999e-05,7.25e-05,0.0497,0.69,124.99,audio_features,180480,4,techhouse,,Beatoirt Best New Tech House,Beatoirt Best New Tech House 
0.6890000000000001,0.444,1,-12.130999999999998,0,0.369,0.73,3.55e-06,0.16,0.455,159.90200000000004,audio_features,133016,4,Underground Rap,SEVEN CORPS,, SEVEN CORPS
0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,audio_features,201587,4,Hiphop,How Low,, How Low
0.907,0.292,8,-12.389,0,0.189,0.29,6.59e-06,0.101,0.369,203.932,audio_features,141176,4,Underground Rap,Flaunt,, Flaunt
0.57,0.908,4,-8.451,0,0.0638,0.00134,0.145,0.11,0.0741,134.995,audio_features,417778,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.769,0.501,11,-9.035,0,0.0658,0.0112,0.851,0.0967,0.262,137.987,audio_features,416582,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
0.584,0.989,1,-4.204,1,0.0487,0.0001629999999999,0.695,0.691,0.1009999999999999,145.0,audio_features,436966,4,psytrance,,Psytrance 2020,Psytrance 2020 
0.644,0.597,6,-8.305,0,0.206,0.0167,5.41e-05,0.112,0.341,139.969,audio_features,246857,4,Rap,Yeah Yeah,, Yeah Yeah
0.782,0.632,2,-12.12,1,0.0526,0.0125,0.841,0.09,0.0702,124.009,audio_features,423004,4,techno,,Techno,Techno 
0.568,0.913,6,-3.822,0,0.0397,0.0077,0.136,0.4270000000000001,0.191,150.014,audio_features,217350,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.3329999999999999,0.836,10,-3.273,0,0.114,0.000531,0.252,0.162,0.049,175.025,audio_features,400000,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
0.778,0.933,9,-5.718999999999999,1,0.214,0.00195,0.807,0.602,0.535,124.993,audio_features,361070,4,techhouse,,tech house,tech house 
0.619,0.977,5,-1.143,0,0.157,0.016,0.005,0.182,0.54,149.687,audio_features,211207,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
0.598,0.84,6,-7.292999999999998,1,0.041,0.0846,0.12,0.343,0.469,159.93,audio_features,267000,4,Dark Trap,Blue Sun,, Blue Sun
0.807,0.8290000000000001,2,-6.263,1,0.0884,0.000436,0.509,0.0598,0.415,121.992,audio_features,381639,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.8390000000000001,0.451,1,-11.618,1,0.392,0.0587,0.0,0.0743,0.7490000000000001,147.97799999999995,audio_features,173521,4,Underground Rap,Charades,, Charades
0.738,0.92,9,-6.97,0,0.0968,0.0080299999999999,0.531,0.526,0.8,124.983,audio_features,238073,4,techhouse,,Dirtybird Players,Dirtybird Players 
0.561,0.764,2,-6.645,0,0.138,0.373,0.0,0.157,0.598,145.158,audio_features,212147,4,Hiphop,Slow Jamz (feat. Kanye West & Jamie Foxx),, Slow Jamz (feat. Kanye West & Jamie Foxx)
0.541,0.941,10,-5.787999999999999,0,0.0738,0.00479,0.105,0.369,0.439,147.968,audio_features,383108,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.6659999999999999,0.863,4,-6.357,0,0.0412,7.44e-05,0.914,0.201,0.159,124.991,audio_features,401150,4,techno,,Techno,Techno 
0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.3720000000000001,0.76,127.086,audio_features,236093,4,Pop,Run the World (Girls),, Run the World (Girls)
0.42,0.605,2,-5.896,0,0.0338,0.00176,0.000433,0.1,0.0762,122.369,audio_features,207097,4,Dark Trap,Sleep Paralysis,, Sleep Paralysis
0.767,0.961,1,-6.113,1,0.077,0.0066799999999999,0.418,0.0634,0.847,126.034,audio_features,214286,4,techhouse,,Tech House Elrow Secrets,Tech House Elrow Secrets 
0.846,0.246,1,-15.789,1,0.103,0.157,2.3e-05,0.0936,0.185,110.026,audio_features,174517,4,Underground Rap,Drug$ II,, Drug$ II
0.627,0.41,0,-8.156,1,0.0349,0.279,0.0,0.107,0.0763,148.991,audio_features,141745,4,Rap,Fireflies (Outro),, Fireflies (Outro)
0.843,0.546,8,-7.713999999999999,1,0.464,0.0195,0.0,0.374,0.4270000000000001,159.10399999999996,audio_features,215533,4,Underground Rap,HANDGUN (feat. A$AP Rocky),, HANDGUN (feat. A$AP Rocky)
0.664,0.943,6,-3.127,1,0.0556,0.0155,0.733,0.715,0.7609999999999999,142.033,audio_features,197746,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.752,0.962,9,-4.447,1,0.044,0.00212,0.862,0.6659999999999999,0.0307,127.995,audio_features,420000,4,techno,,Dark Techno,Dark Techno 
0.8370000000000001,0.8390000000000001,1,-4.816,1,0.0712,0.0246,0.845,0.172,0.309,123.999,audio_features,317419,4,techhouse,,Dirtybird Players,Dirtybird Players 
0.602,0.578,0,-5.61,1,0.0283,0.0343,0.0,0.1639999999999999,0.156,114.956,audio_features,186261,4,Dark Trap,Murder,, Murder
0.5720000000000001,0.825,11,-3.325,1,0.173,0.00405,0.00173,0.281,0.195,149.97899999999996,audio_features,218400,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.532,0.877,1,-4.551,0,0.0337,0.000701,0.7509999999999999,0.5760000000000001,0.305,173.99,audio_features,253793,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
